School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
MOUNT VIEW S.S.SCHOOL B/GARH,06150206373,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,32,29,25,38,34,41,46,48,53,73,78,71,568,597,29,27,27
SPORTS SAINIK HIGH SCHOOL B/GARH,06150206374,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,15,21,17,15,22,40,23,27,32,22,0,0,234,254,21,8,8
SAINI MIDDLE SCHOOL B/GARH,06150206377,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,29,8,48,57,39,35,31,37,0,0,0,0,284,316,8,9,9
SIR CHHOTU RAM SCHOOL B/GARH,06150206378,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,41,46,50,45,43,46,41,50,0,0,0,0,362,362,46,12,12
JAI DURGA MODERN MIDDLE SCHOOL,06150206379,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,38,24,29,24,26,24,19,5,0,0,0,0,189,189,24,6,6
KANICA SR. SEC. SCHOOL B/GARH,06150206381,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,2,2,10,10,12,26,22,27,17,10,35,3,176,176,2,8,8
RAINBOW HIGH SCHOOL B/GARH,06150206382,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,16,19,38,25,23,25,30,24,37,26,0,0,263,263,19,15,15
B.R.AMBEDKAR MIDDLE SCHOOL B/GARH,06150206384,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,16,15,20,25,13,22,16,13,0,0,0,0,140,186,15,7,7
ROTARY DANIEL PUBLIC SCHOOL B/GARH,06150206385,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,24,23,24,38,12,0,0,0,0,0,0,0,121,202,23,7,7
GRAMIN VIKAS Sr. Sec. SCHOOL B/GARH,06150206386,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,48,39,41,28,39,36,33,38,40,40,25,8,415,415,39,14,14
NEW BRAIN PUBLIC SCHOOL B/GARH,06150206387,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,32,9,20,11,7,0,0,0,0,0,0,0,79,79,9,8,8
TRIVENI MEMORIAL SCHOOL B/GARH,06150206388,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,81,70,77,100,99,118,117,124,130,138,181,138,1373,1498,70,53,53
APEX HIGH SCHOOL B/GARH,06150206389,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,14,13,11,14,12,13,10,10,0,0,0,0,97,97,13,7,7
GYAN DEEP PUBLIC SCHOOL B/GARH,06150206390,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,25,20,26,31,28,0,0,0,0,0,0,0,130,130,20,5,5
FLOWER MIDDLE SCHOOL B/GARH,06150206391,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,40,22,43,38,9,14,18,0,0,0,0,0,184,184,22,7,7
BSM HIGH SCHOOL B/GARH,06150206392,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,22,39,22,39,47,49,58,58,76,92,89,83,674,692,39,33,33
DRONACHARYA PRIMARY SCHOOL B/GARH,06150206393,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,14,15,16,12,7,0,0,0,0,0,0,0,64,64,15,5,5
GM PUBLIC SCHOOL B/GARH,06150206394,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,7,8,12,13,11,0,0,0,0,0,0,0,51,51,8,4,4
ST. PAULS SCHOOL B/GARH,06150206397,Haryana,JHAJJAR,BAHADURGARH,GSSS KANONDA,BAHADURGARH,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,33,32,35,30,24,27,23,26,24,28,0,0,282,314,32,19,19
"AUTHENTIC PUBLIC SCHOOL, BAHADURGARH",06150206399,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,20,15,14,17,21,14,17,19,17,22,0,0,176,186,15,12,12
GMSPS HASANPUR,06150206401,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,HASANPUR,124507,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,65,23,42,49,42,0,0,0,0,0,0,0,221,221,23,7,7
"NIDHI PUBLIC SCHOOL, BAHADURGARH",06150206501,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,16,27,27,30,25,0,0,0,0,0,0,0,125,125,27,5,5
"GOPAL MEMORIAL PUBLIC SCHOOL, BAHADURGARH",06150206502,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,3,8,17,20,23,0,0,0,0,0,0,0,71,71,8,5,5
"SNEHI RAM PRIMARY SCHOOL, BAHADURGARH",06150206503,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,11,19,22,16,12,12,8,5,0,0,0,0,105,127,19,7,7
"SURYA PRIMARY SCHOOL, VATS COLONY, LINE PAAR, BAHADURGARH",06150206504,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,33,34,51,49,43,0,0,0,0,0,0,0,210,210,34,9,9
"GAMBHIR MIDDLE SCHOOL, DAYANAD NAGAR, BAHADURGARH",06150206505,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,10,11,15,11,11,10,10,8,0,0,0,0,86,107,11,6,6
"ENN KAUL PUBLIC SCHOOL, VIJAY NAGAR BAHADURGARH",06150206506,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,26,27,19,12,14,0,0,0,0,0,0,0,98,150,27,4,4
GLOBAL MONTESSORI INTERNATIONAL SCHOOL B/GARH,06150206507,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,8-Unrecognized,8-Unrecognized,,2-Urban,8,15,12,11,10,0,0,0,0,0,0,0,56,74,15,10,10
"OM VIKAS BHARTI SCHOOL, BADLI ROAD, B/GARH",06150206509,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,25,17,31,24,35,23,36,30,9,17,0,0,247,275,17,12,12
"GANGA INTERNATIONAL SCHOOL, SEC. 9A, B/GARH",06150206510,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH B,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,60,64,83,101,78,55,74,46,0,0,0,0,561,561,64,21,21
"HERITAGE PRIMARY SCHOOL, B/GARH",06150206511,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,8,6,12,13,13,0,0,0,0,0,0,0,52,52,6,4,4
"NAV JYOTI HIGH SCHOOL, B/GARH",06150206513,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,23,29,24,29,20,20,46,41,22,18,0,0,272,299,29,14,14
"HAPPY PRIMARY SCHOOL, BAHADURGARH",06150206514,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,28,17,31,47,45,0,0,0,0,0,0,0,168,168,17,6,6
"FOUNDATION PUBLIC SCHOOL, BAHADURGARH",06150206515,Haryana,JHAJJAR,BAHADURGARH,GSSS BAHADURGARH,BAHADURGARH B,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,23,19,18,25,11,9,12,8,40,7,0,0,172,172,19,16,16
Prithvi Middle School,06150206516,Haryana,JHAJJAR,BAHADURGARH,GSSS PARNALA,BAHADURGARH B,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,32,14,24,20,11,17,19,8,0,0,0,0,145,199,14,10,10
"ST. STEPHEN'S INDIAN SCHOOL , BAHADURGARH",06150206517,Haryana,JHAJJAR,BAHADURGARH,GSSS SAN KHOL,BAHADURGARH B,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,44,39,49,35,34,15,37,24,24,24,0,0,325,325,39,18,18
G D GOENKA PUBLIC SCHOOL BAHADURGARH,06154100429,Haryana,JHAJJAR,BAHADURGARH,GGSSS NUNA MAJRA,BAHADURGARH,124507,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,85,75,94,90,73,70,80,53,0,0,0,0,620,620,75,48,48
MAHARAJA SURAJMAL SCHOOL,06154100488,Haryana,JHAJJAR,BAHADURGARH,GSSS BUPANIA,DABAUDA KHURD,124507,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,8,7,9,3,6,8,4,0,0,0,0,0,45,67,7,7,7
GLOBAL HEIGHTS SCHOOL,06154100512,Haryana,JHAJJAR,BAHADURGARH,GSSS KANONDA,MUKANDPUR,124507,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,29,22,18,17,12,9,9,2,0,0,0,0,118,118,22,13,13
S.B.PRIMARY SCHOOL,06150204106,Haryana,JHAJJAR,BAHADURGARH,GGSSS NUNA MAJRA,LOWA KHURD,124508,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,18,15,12,19,10,0,0,0,0,0,0,0,74,111,15,6,6
GGMSPS NUNA MAJRA,06150205102,Haryana,JHAJJAR,BAHADURGARH,GGSSS NUNA MAJRA,NUNA MAJRA,124508,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,48,21,25,32,33,0,0,0,0,0,0,0,159,159,21,4,4
GGSSS NUNA MAJRA,06150205104,Haryana,JHAJJAR,BAHADURGARH,GGSSS NUNA MAJRA,NUNA MAJRA,124508,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,31,45,52,61,69,93,64,415,415,0,20,20
"SANTOSHI PRIMARY SCHOOL, NUNA MAJRA",06150205108,Haryana,JHAJJAR,BAHADURGARH,GGSSS NUNA MAJRA,NUNA MAJRA,124508,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,14,5,9,13,10,0,0,0,0,0,0,0,51,51,5,6,6
GSSS NINDANA,06140302101,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,18,24,13,16,37,43,12,163,163,0,13,13
GGSSS NINDANA,06140302102,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,32,25,28,22,31,33,35,206,206,0,12,12
GPS NINDANA,06140302103,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,8,5,6,7,6,0,0,0,0,0,0,0,32,32,5,2,2
GGPS NINDANA,06140302104,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,21,33,32,29,37,0,0,0,0,0,0,0,152,152,33,5,5
GPS NINDANA KHAS,06140302106,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,12,26,14,15,9,0,0,0,0,0,0,0,76,76,26,3,3
F.S.SR.SEC.SCHOOL NINDANA,06140302107,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,21,26,28,24,31,23,21,21,26,30,45,36,332,332,26,16,16
NAV JYOTI MIDDLE SCHOOL NINDANA KHAS,06140302108,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,25,23,31,28,30,25,24,25,0,0,0,0,211,211,23,8,8
KCM PUBLIC SR Sec School,06140302109,Haryana,ROHTAK,MEHAM,GSSS NINDANA,NINDANA,124513,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,45,65,54,58,52,71,57,62,66,85,107,117,839,839,65,12,12
"J.A SARASWATI VIDYAPEETH,BAINSI",06140200105,Haryana,ROHTAK,LAKHAN MAJRA,GSSS KHARAK JATAN,BAINSI,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,19,35,31,36,34,31,44,37,40,41,32,24,404,404,35,15,15
GPS CHANDI,06140200201,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,1-Primary,1-Boys,1,5,1-Department of Education,1-Department of Education,,1-Rural,24,15,14,16,14,0,0,0,0,0,0,0,83,83,15,3,3
GGPS CHANDI,06140200202,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,1-Primary,2-Girls,1,5,1-Department of Education,1-Department of Education,,1-Rural,17,22,11,16,8,0,0,0,0,0,0,0,74,74,22,3,3
GHS CHANDI,06140200203,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,7-Upper Pr. and Secondary,1-Boys,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,14,17,10,20,23,0,0,84,84,0,10,10
GGSSS CHANDI,06140200204,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,17,6,16,25,34,29,25,152,152,0,15,15
"JANTA HIGH SCHOOL,CHANDI",06140200205,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,17,25,22,29,26,19,35,23,29,30,0,0,255,255,25,8,8
"SARASWATI N P MIDDLE SCHOOL,CHANDI",06140200206,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,14,6,10,2,2,4,1,14,24,19,0,0,96,119,6,10,10
"Vedanata School, Chandi",06140200207,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHANDI,124514,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,1-Rural,14,11,19,16,11,16,24,18,0,0,0,0,129,172,11,8,8
GPS CHIRI,06140200301,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,1-Primary,1-Boys,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,1,8,6,13,0,0,0,0,0,0,0,37,37,1,0,0
GMSPS CHIRI BLOCK,06140200302,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,43,41,29,34,23,0,0,0,0,0,0,0,170,170,41,6,6
GGPS CHIRI,06140200303,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,1-Primary,2-Girls,1,5,1-Department of Education,1-Department of Education,,1-Rural,18,23,30,20,22,0,0,0,0,0,0,0,113,113,23,3,3
GSSS CHIRI,06140200304,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,35,23,46,36,47,51,26,264,264,0,15,15
GGSSS CHIRI,06140200305,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,38,28,50,40,52,47,39,294,294,0,14,14
"ARYA PRY.SCHOOL,CHIRI",06140200306,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,13,6,2,5,6,0,0,0,0,0,0,0,32,32,6,3,3
"DAYANAND PRY.SCHOOL,CHIRI",06140200307,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,22,28,36,32,24,0,0,0,0,0,0,0,142,142,28,8,8
OZONE INTERNATIONAL SCHOOL CHIRI,06140200314,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,CHIRI,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,59,50,48,64,60,56,50,63,65,66,51,44,676,676,50,20,20
GPS GHARAWATHI,06140200401,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,GHARAWATHI,124514,1-Primary,1-Boys,1,5,1-Department of Education,1-Department of Education,,1-Rural,24,27,31,27,27,0,0,0,0,0,0,0,136,136,27,5,5
GGPS GHARAWATHI,06140200402,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,GHARAWATHI,124514,1-Primary,2-Girls,1,5,1-Department of Education,1-Department of Education,,1-Rural,31,25,24,19,29,0,0,0,0,0,0,0,128,128,25,3,3
RAMANUJ Sr. Sec SCHOOL GHARAWATHI,06140200404,Haryana,ROHTAK,LAKHAN MAJRA,GSSS GHARAWATHI,GHARAWATHI,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,28,32,35,31,37,66,56,55,40,41,87,66,574,574,32,18,18
GPS INDERGARH,06140200601,Haryana,ROHTAK,LAKHAN MAJRA,GSSS TITOLI,INDERGARH,124514,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,27,40,39,35,35,0,0,0,0,0,0,0,176,176,40,5,5
GMS INDERGARH,06140200602,Haryana,ROHTAK,LAKHAN MAJRA,GSSS TITOLI,INDERGARH,124514,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,29,25,25,0,0,0,0,79,79,0,5,5
GPS KHARAINTI,06140200701,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,KHARAINTI,124514,1-Primary,1-Boys,1,5,1-Department of Education,1-Department of Education,,1-Rural,18,23,21,21,11,0,0,0,0,0,0,0,94,94,23,3,3
GGSSS KHARAINTI,06140200704,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,KHARAINTI,124514,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,24,17,23,31,34,32,35,196,196,0,13,13
DEEP SR. SEC. SCHOOL KHARAINTI,06140200705,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,KHARAINTI,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,37,42,50,46,49,59,62,52,125,206,246,204,1178,1178,42,18,18
SARASWATI VIDYA MANDIR KHARAKJATAN,06140200803,Haryana,ROHTAK,LAKHAN MAJRA,GSSS KHARAK JATAN,KHARAK JATAN,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,45,59,54,54,49,60,49,39,45,41,32,18,545,545,59,15,15
MODAL CHILD PUBLIC SCHOOL KHARAKJATAN,06140200804,Haryana,ROHTAK,LAKHAN MAJRA,GSSS KHARAK JATAN,KHARAK JATAN,124514,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,33,34,39,43,40,32,21,28,39,36,33,24,402,402,34,13,13
GMSPS LAKHAN MAJRA,06140200901,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,33,59,52,60,61,0,0,0,0,0,0,0,265,265,59,6,6
GMSPS LAKHAN MAJRA,06140200902,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,33,44,39,36,38,0,0,0,0,0,0,0,190,190,44,7,7
GGSSS LAKHAN MAJRA,06140200903,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,32,42,51,38,58,54,33,308,308,0,16,16
GMSSSS LAKHAN MAJRA,06140200904,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,67,60,60,76,44,173,87,567,567,0,25,25
"JANTA HIGH SCHOOL,L.MAJRA",06140200905,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,2,3,4,4,6,1,3,3,2,1,0,0,29,29,3,7,7
"S.D.HIGH SCHOOL, L.MAJRA",06140200907,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,7-Upper Pr. and Secondary,3-Co-educational,6,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,0,0,0,0,0,15,16,15,13,26,0,0,85,85,0,6,6
"S.D.PRY.SCHOOL,L.MAJRA",06140200908,Haryana,ROHTAK,LAKHAN MAJRA,GMSSSS LAKHAN MAJRA,LAKHAN MAJRA,124514,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,7,6,11,14,12,0,0,0,0,0,0,0,50,50,6,4,4
