School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
"SDMC Pratibha Vidyalaya (Co.ed) , Hari Nagar Ghanta Ghar",07070411102,Delhi,WEST A,DOE ZONE-14,"1514021-Govt. Sarvodaya Kanya Vidyalaya, Hari Nagar, Clock Tower New Delhi",010-S (Nangal Raya),110064,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,52,61,75,93,84,0,0,0,0,0,0,0,365,431,61,12,12
"SDMC Primary School (Girls) , B.E-Block Hari Nagar",07070411103,Delhi,WEST A,DOE ZONE-14,"1514021-Govt. Sarvodaya Kanya Vidyalaya, Hari Nagar, Clock Tower New Delhi",010-S (Nangal Raya),110064,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,29,39,49,54,55,0,0,0,0,0,0,0,226,293,39,8,8
"SDMC Primary School (Boys) , B.E.Block Hari Nagar New",07070411104,Delhi,WEST A,DOE ZONE-14,"1514021-Govt. Sarvodaya Kanya Vidyalaya, Hari Nagar, Clock Tower New Delhi",010-S (Nangal Raya),110064,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,37,46,53,52,73,0,0,0,0,0,0,0,261,261,46,6,6
"SDMC Pratibha Vidyalaya (Co.ed) , C-5, Janak Puri.",07070411702,Delhi,WEST B,DOE ZONE-18,"1556006-SDMC Pratibha Vidyalaya (Girls) , C-1 Janak Puri.",016-S (Janakpuri South),110064,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,95,128,148,129,162,0,0,0,0,0,0,0,662,773,128,17,17
"SDMC Primary School (Co.ed) , New Jail Tihar",07070411802,Delhi,WEST A,DOE ZONE-14,"1514021-Govt. Sarvodaya Kanya Vidyalaya, Hari Nagar, Clock Tower New Delhi",016-S (Janakpuri South),110064,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,16,19,17,18,21,0,0,0,0,0,0,0,91,102,19,3,3
"SDMC Primary School (Girls) , Khajan Basti, Maya Puri",07080411005,Delhi,SOUTH WEST A,DOE ZONE-20,"1556023-SDMC Primary School (Boys) , Nangal Rai New",010-S (Nangal Raya),110064,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,26,39,47,55,47,0,0,0,0,0,0,0,214,297,39,6,6
"North DMC Primary School (Girls) , Nabi Karim, Pahar Ganj, New Delhi",07060408702,Delhi,CENTRAL,DOE ZONE-28,"2160054-North DMC Utkrisht Vidyalaya (Co.ed) , New Dev Nagar, Karol Bagh New Delhi",091-N (Ram Nagar),110065,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,36,50,60,80,94,0,0,0,0,0,0,0,320,391,50,9,9
"Govt. Co-ed. Sr. Sec. School,Block-10, Nehru Nagar, New Delhi",07090115603,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",057-S (Lajpat Nagar),110065,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,130,103,128,91,80,124,67,723,723,0,35,35
"Govt. Girls Sr. Sec. School No.1,East of Kailash, New Delhi",07090116001,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,241,224,248,218,177,205,152,1465,1465,0,54,54
"Govt. Boys Sec. School,Garhi Jharia Maria, New Delhi",07090119301,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",089-S (Sri Niwas Puri),110065,7-Upper Pr. and Secondary,1-Boys,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,153,147,107,93,119,0,0,619,619,0,20,20
"Govt. Girls Sr. Sec. School,Sri Niwaspuri, New Delhi",07090119302,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",090-S (Kalkaji),110065,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,193,144,163,171,124,204,145,1144,1144,0,35,35
"Govt. Sarvodaya Bal Vidyalaya (Govind Ballabh Pant),Sri Niwaspuri, New Delhi",07090119303,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",089-S (Sri Niwas Puri),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,48,77,78,77,79,151,159,161,163,141,218,143,1495,1559,77,43,43
"Govt. Sarvodaya Kanya Vidyalaya No.2,East of Kailash, New Delhi",07090119401,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,62,66,76,80,78,171,176,167,162,129,147,114,1428,1480,66,54,54
"Kasturba Balika Vidyalaya,Ishwar Nagar, Mathura Road, New Delhi",07090219301,Delhi,SOUTH EAST,DOE ZONE-25,"1958044-SDMC Primary School (Co.ed) , Masih Garh",089-S (Sri Niwas Puri),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,4-Government Aided,4-Government Aided,,2-Urban,40,70,51,51,47,105,91,108,91,110,109,80,953,953,70,18,18
"Chandra Arya Vidya Mandir,C-Block, Desraj Campus, East of Kailash, New Delhi",07090219401,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,66,58,61,41,34,53,50,363,363,0,14,14
"Dev Samaj Modern School,Nehru Nagar, New Delhi",07090315602,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",057-S (Lajpat Nagar),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,152,151,157,141,149,155,159,156,184,188,159,201,1952,2213,151,69,69
"G.L.T Saraswati Bal Mandir Sr. Sec. School,Ring Road, Nehru Nagar, New Delhi",07090315605,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",057-S (Lajpat Nagar),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,100,83,100,121,85,111,115,101,184,228,257,230,1715,1842,83,63,63
"Adarsh Vidya Mandir Public School,Raja Dhir Sen Marg, Garhi, East of Kailash, New Delhi",07090316002,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",059-S (Andrews Ganj),110065,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,20,28,22,24,25,17,33,24,0,0,0,0,193,217,28,12,12
"Cambridge School,Srinivaspuri, New Delhi",07090319301,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",089-S (Sri Niwas Puri),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,30,61,66,216,204,217,243,245,216,224,1722,1722,0,72,72
"Oxford Public School,Opp, Block - 4 Nehru Nagar, New Delhi",07090319302,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",057-S (Lajpat Nagar),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,70,75,81,82,77,73,89,84,97,100,84,89,1001,1099,75,43,43
"Tagore International School,E-Block, East of Kailash, New Delhi",07090319401,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,176,168,172,171,168,176,172,178,177,176,166,169,2069,2374,168,92,92
"D.A.V Public School,Kailash Hills, Near C-Block, East of Kailash, New Delhi",07090319402,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",089-S (Sri Niwas Puri),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,132,125,148,144,126,137,170,148,156,126,124,147,1683,1842,125,66,66
"Daisy Dales Sr. Sec. School,E- 331 A, East of Kailash, New Delhi",07090319605,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,54,51,59,68,48,52,44,46,43,56,72,78,671,742,51,49,49
"National Public School,Kalindi Colony, New Delhi",07090320501,Delhi,SOUTH EAST,DOE ZONE-25,"1958044-SDMC Primary School (Co.ed) , Masih Garh",089-S (Sri Niwas Puri),110065,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,67,95,95,78,73,94,83,78,81,85,109,72,1010,1101,95,38,38
"SDMC Pratibha Vidyalaya (Co.ed) , Nehru Nagar",07090415502,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",057-S (Lajpat Nagar),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,54,42,68,39,66,0,0,0,0,0,0,0,269,318,42,10,10
"SDMC Primary School (Co.ed) , Garhi Zharia Maria New",07090416001,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",059-S (Andrews Ganj),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,36,49,77,77,76,0,0,0,0,0,0,0,315,371,49,10,10
"SDMC Primary School (Co.ed) , Sant Nagar (Central Zone) New",07090419203,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",086-S (Greater Kailash),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,33,63,61,68,59,0,0,0,0,0,0,0,284,344,63,9,9
"SDMC Pratibha Vidyalaya (Boys) , Shri Niwas Puri New",07090419301,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",089-S (Sri Niwas Puri),110065,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,56,122,115,122,145,0,0,0,0,0,0,0,560,560,122,14,14
"SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",07090419302,Delhi,SOUTH EAST,DOE ZONE-25,"1958067-SDMC Pratibha Vidyalaya (Girls) , Shri Niwas Puri New",089-S (Sri Niwas Puri),110065,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,61,118,116,132,134,0,0,0,0,0,0,0,561,697,118,19,19
"SDMC Pratibha Vidyalaya (Co.ed) , B BLOCK East of Kailash New",07090419403,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",089-S (Sri Niwas Puri),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,59,92,111,126,128,0,0,0,0,0,0,0,516,602,92,14,14
"SDMC Primary School (Co.ed) , Modi Mill",07090419405,Delhi,SOUTH EAST,DOE ZONE-25,"1958044-SDMC Primary School (Co.ed) , Masih Garh",089-S (Sri Niwas Puri),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,86,63,62,58,41,0,0,0,0,0,0,0,310,394,63,8,8
"SDMC Primary School Urdu (Co.ed) , Taimoor Nagar, D-Block Friends Colony, Near Mata Mandir",07090420501,Delhi,SOUTH EAST,DOE ZONE-25,"1958044-SDMC Primary School (Co.ed) , Masih Garh",089-S (Sri Niwas Puri),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,16,11,26,33,42,0,0,0,0,0,0,0,128,162,11,4,4
"SDMC Primary School Hindi (Co.ed) , Taimoor Nagar, D-Block Friends Colony, Near Mata Mandir",07090420503,Delhi,SOUTH EAST,DOE ZONE-25,"1958044-SDMC Primary School (Co.ed) , Masih Garh",089-S (Sri Niwas Puri),110065,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,173,189,246,233,226,0,0,0,0,0,0,0,1067,1249,189,25,25
"Govt. Sarvodaya Vidyalaya,Sector-13, R.K. Puram New Delhi",07080116708,Delhi,SOUTH WEST A,DOE ZONE-19,"1719029-Govt. Sarvodaya Kanya Vidyalaya No.1, Sarojini Nagar, New Delhi",065-S (R.K. Puram),110066,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,34,34,34,35,33,49,42,47,54,41,50,43,496,554,34,31,31
"SDMC Primary School (Co.ed) , Mohamadpur",07080416701,Delhi,SOUTH WEST A,DOE ZONE-19,"1719029-Govt. Sarvodaya Kanya Vidyalaya No.1, Sarojini Nagar, New Delhi",066-S (Munirka),110066,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,40,62,62,59,66,0,0,0,0,0,0,0,289,379,62,10,10
"Govt. Sarvodaya Vidyalaya,Munirka New Delhi",07080116601,Delhi,SOUTH WEST A,DOE ZONE-19,"1959047-SDMC Primary School (Co.ed) , R.K.Puram, Sector-2",066-S (Munirka),110067,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,80,78,78,79,233,216,220,179,152,162,107,1664,1824,80,63,63
"J.D.TYTLER SCHOOL,MUNIRKA, NEW DELHI",07080316603,Delhi,SOUTH WEST A,DOE ZONE-19,"1959047-SDMC Primary School (Co.ed) , R.K.Puram, Sector-2",066-S (Munirka),110067,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,31,36,32,35,27,38,26,29,19,20,0,0,293,327,36,23,23
"SDMC Pratibha Vidyalaya (Co.ed) , Munirka",07080416604,Delhi,SOUTH WEST A,DOE ZONE-19,"1959047-SDMC Primary School (Co.ed) , R.K.Puram, Sector-2",066-S (Munirka),110067,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,125,130,146,157,172,0,0,0,0,0,0,0,730,847,130,17,17
KENDRIYA VIDYALAYA JNU NEW MEHRAULI ROAD (Code-1430),07080916601,Delhi,SOUTH WEST A,DOE ZONE-19,"1719029-Govt. Sarvodaya Kanya Vidyalaya No.1, Sarojini Nagar, New Delhi",066-S (Munirka),110067,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,92-Kendriya Vidyalaya(KV),92-Kendriya Vidyalaya,,2-Urban,341,346,332,329,345,381,338,341,348,341,473,312,4227,4227,346,124,124
"North DMC Pratibha Vidyalaya (Boys) , Budh Vihar Delhi",07010402301,Delhi,NORTH WEST B,DOE ZONE-13,"1413268-Govt. Girls Sr. Sec. School, Begampur, Delhi",027-N (Budh Vihar),110068,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,147,147,186,218,242,0,0,0,0,0,0,0,940,940,147,20,20
"Govt. Co-ed. Sec. School,Near IGNOU, Neb Sarai New Delhi",07090117301,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,354,338,320,281,234,0,0,1527,1527,0,41,41
"Govt. Co-ed. Sec. School,Maidan Garhi, New Delhi",07090117406,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",067-S (Mehrauli),110068,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,259,295,273,239,220,0,0,1286,1286,0,45,45
"Gyan Jyoti Vidya Niketan,W-21, Anupam Garden, IGNOU Road, New Delhi",07090317301,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,31,27,30,28,26,20,13,14,0,0,0,0,189,219,27,12,12
"St Mary's Public School,532, Forest Lane, Neb Sarai New Delhi",07090317302,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,166,181,196,191,192,181,185,173,300,292,203,201,2461,2673,181,92,92
"Saint Robin Public School,Main IGNOU Road, Neb Sarai, New Delhi",07090317303,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",070-S (Chhatarpur),110068,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,54,55,62,56,56,43,44,27,0,0,0,0,397,470,55,15,15
"Saptarishi Public School,D-27, Chhatarpur Extension, New Delhi",07090317304,Delhi,SOUTH,DOE ZONE-24,"1959080-SDMC Pratibha Vidyalaya (Boys) , Chhattar Pur Mandir",071-S (Rajpur Khurd),110068,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,24,22,16,25,19,17,9,39,0,0,0,0,171,199,22,12,12
"New Little One's Public School,Kh.No.162, Vill. Rajpur Khurd, Chhatarpur, New Delhi",07090317305,Delhi,SOUTH,DOE ZONE-24,"1959080-SDMC Pratibha Vidyalaya (Boys) , Chhattar Pur Mandir",071-S (Rajpur Khurd),110068,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,20,21,16,18,11,15,21,13,0,0,0,0,135,135,21,8,8
"SDMC Primary School (Boys) , Neb Sarai",07090417301,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,57,87,106,123,146,0,0,0,0,0,0,0,519,519,87,8,8
"SDMC Primary School (Co.ed) , Raj Pur Khurd",07090417302,Delhi,SOUTH,DOE ZONE-24,"1959080-SDMC Pratibha Vidyalaya (Boys) , Chhattar Pur Mandir",071-S (Rajpur Khurd),110068,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,81,128,138,146,152,0,0,0,0,0,0,0,645,761,128,12,12
"SDMC Primary School (Co.ed) , Maidan Garhi",07090417303,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,109,132,126,144,166,0,0,0,0,0,0,0,677,802,132,13,13
"SDMC Pratibha Vidyalaya (Girls) , Neb Sarai",07090417304,Delhi,SOUTH,DOE ZONE-24,"1923038-Govt. Sarvodaya Kanya Vidyalaya (Ramanujam), Mehrauli New Delhi",071-S (Rajpur Khurd),110068,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,54,94,113,105,152,0,0,0,0,0,0,0,518,614,94,8,8
"Tagor Vidya Niketan,203, Rajpur Khurd New Delhi",07090617302,Delhi,SOUTH,DOE ZONE-24,"1959080-SDMC Pratibha Vidyalaya (Boys) , Chhattar Pur Mandir",071-S (Rajpur Khurd),110068,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,11,24,23,15,19,0,0,0,0,0,0,0,92,102,24,5,5
