School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
"Govt. Girls Sr. Sec. School,Kalyanpuri, Delhi",07040121302,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",008-E (Kalyan Puri),110091,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,122,130,140,150,129,252,185,1108,1108,0,46,46
"Govt. Sarvodaya Kanya Vidyalaya (Mother Teresa),Kalyanpuri, Delhi",07040121303,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,79,76,77,79,79,212,224,245,212,218,378,200,2079,2154,76,81,81
"Govt. Boys Sr. Sec. School,Kalyanpuri, Delhi",07040121304,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,171,180,184,146,140,204,111,1136,1136,0,39,39
"Govt. Sarvodaya Bal Vidyalaya,Kondli, (near Kalyan Puri Bus Terminal), Delhi",07040121502,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",008-E (Kalyan Puri),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,40,40,40,40,40,279,329,270,385,307,557,315,2642,2682,40,71,71
"Govt. Sarvodaya Kanya Vidyalaya (Jeeja Bai),Kondli, (Near Kalyanpuri Bus Terminal), Delhi",07040121504,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,79,80,80,80,80,356,434,462,496,469,661,393,3670,3748,80,112,112
"Govt. Boys Sr. Sec. School,Khichripur, Delhi",07040121901,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",008-E (Kalyan Puri),110091,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,93,104,96,102,116,145,81,737,737,0,28,28
"Govt. Sarvodaya Kanya Vidyalaya (Ravindra Nath Thakur),East Vinod Nagar Delhi",07040121902,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,70,71,66,80,79,224,288,297,357,339,622,345,2838,2878,71,91,91
"Govt. Co-ed. Sec. School,Khichripur Village, Delhi",07040121903,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",012-E (Patpar Ganj),110091,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,80,79,96,94,65,0,0,414,414,0,16,16
"Govt. Girls Sr. Sec. School,Khichripur, Delhi",07040121904,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,65,55,47,69,72,170,111,589,589,0,29,29
"Govt. Sarvodaya Kanya Vidyalaya,Kalyan Vas Delhi",07040121905,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,24,36,40,40,40,247,306,287,267,235,340,198,2060,2060,36,76,76
"Govt. Sarvodaya Kanya Vidyalaya,Mayur Vihar, Phase II, Pkt. B, Delhi",07040121906,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,28,29,63,59,58,130,138,129,127,133,194,119,1207,1228,29,46,46
"Govt. Sarvodaya Bal Vidyalaya,Mayur Vihar, Phase II, Pocket-B, Delhi",07040121907,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,24,21,23,24,17,114,113,118,230,134,130,153,1101,1124,21,39,39
"Govt. Sarvodaya Bal Vidyalaya (Jai Prakash Narayan),East Vinod Nagar, Delhi",07040121908,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",010-E (Vinod Nagar),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,57,51,57,70,66,191,232,195,305,284,376,261,2145,2179,51,67,67
"Govt. Sarvodaya Bal Vidyalaya (Raj Bihari Bose),Kalyanvas, Delhi",07040121909,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,36,37,39,39,39,328,356,286,235,182,242,173,1992,2038,37,62,62
"Govt. Sarvodaya Kanya Vidyalaya,Khichri Pur, J.J Colony, Delhi",07040121910,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",012-E (Patpar Ganj),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,43,54,54,60,68,152,159,152,168,94,81,73,1158,1222,54,43,43
"Govt. Sarvodaya Bal Vidyalaya,Khichri Pur, J.J Colony, Delhi",07040121911,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,40,40,40,41,40,78,94,110,122,95,106,62,868,923,40,31,31
"School of Excellence,Khichripur, Delhi",07040121912,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,75,74,74,75,75,0,0,0,0,80,71,166,690,690,74,50,50
"Govt. Sarvodaya Kanya Vidyalaya,Mayur Vihar, Phase I, Pkt. IV, Delhi",07040122001,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",001-E (Mayur Vihar Phase-I),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,26,39,40,32,37,197,220,224,192,163,257,148,1575,1611,39,66,66
"Govt. Sarvodaya Bal Vidyalaya (Shaheed Capt.Hanifuddin),Mayur Vihar Phase-I, Pocket-IV, Delhi",07040122004,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",001-E (Mayur Vihar Phase-I),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,29,39,40,22,38,252,227,220,265,178,270,177,1757,1795,39,62,62
"Govt. Sarvodaya Bal Vidyalaya (Genda Lal Dixit),Patpar Ganj, Delhi",07040122005,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",012-E (Patpar Ganj),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,50,51,71,68,56,166,195,176,199,184,198,125,1539,1579,51,52,52
"Florence Public School,19A Pratap Nagar, Mayur Vihar, Ph-I, Delhi",07040320902,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",001-E (Mayur Vihar Phase-I),110091,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,45,65,88,90,66,62,61,74,188,219,0,0,958,1013,65,36,36
"Anand Public School,F-220, Pandav Nagar, Delhi",07040320903,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",016-E (Pandav Nagar),110091,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,15,23,24,28,23,19,12,23,0,0,0,0,167,167,23,7,7
"Ahlcon International School,Opp. Una Enclave, Mayur Vihar Phase-I, Delhi",07040320905,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",001-E (Mayur Vihar Phase-I),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,168,183,185,194,195,180,192,210,215,195,207,184,2308,2640,183,134,134
"Stepping Stone Convent School,D-15, Acharya Niketan, Mayur Vihar, Ph-I, Delhi",07040320906,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",012-E (Patpar Ganj),110091,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,53,47,52,59,73,0,0,0,0,0,0,0,284,284,47,17,17
"Rajdhani Public School,B-7, East Vinod Nagar, Delhi",07040321902,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",010-E (Vinod Nagar),110091,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,5,14,16,13,24,0,26,60,0,0,0,0,158,158,14,12,12
"Bal Bhavan Public School,Pocket B, Mayur Vihar, Phase-II, Delhi",07040321903,Delhi,EAST,DOE ZONE-02,"1051043-EDMC Primary School (Co.ed) , Mayur Vihar, Phase-II, C-Block, Delhi",011-E (Mayur Vihar Phase-II),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,244,235,235,227,226,232,241,248,281,226,210,208,2813,3238,235,121,121
"Aster Public School,Mayur Vihar, Ph-I, Delhi",07040322001,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",001-E (Mayur Vihar Phase-I),110091,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,80,104,78,90,82,66,64,58,0,0,0,0,622,709,104,39,39
"Bapu Public School,Patparganj, Delhi",07040322002,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",001-E (Mayur Vihar Phase-I),110091,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,30,25,20,29,33,20,32,21,0,0,0,0,210,237,25,11,11
"Mother Mary's School,Sahkarita Marg, Opp. OCS Apartment, Mayur Vihar Ph-I, Delhi",07040322003,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",001-E (Mayur Vihar Phase-I),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,230,223,228,229,226,184,201,199,199,189,195,215,2518,2967,223,83,83
"East Delhi Public School,7, Janta Garden ,F-Block, Pandav Nagar, Delhi",07040322006,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",012-E (Patpar Ganj),110091,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,55,59,68,57,45,37,43,30,0,0,0,0,394,434,59,17,17
"Ahlcon Pub School,Near Supreme Enclave, Mayur Vihar, Phase-I, Delhi",07040322007,Delhi,EAST,DOE ZONE-02,"1002189-Govt. Sarvodaya Vidyalaya, I. P. Extn., Patparganj, Delhi",016-E (Pandav Nagar),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,198,200,200,199,237,242,200,200,228,222,323,324,2773,3151,200,142,142
"ASN Sr. Sec. School,Mayur Vihar, Ph.-I, Delhi",07040322008,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",012-E (Patpar Ganj),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,195,203,196,191,203,284,280,279,261,257,305,300,2954,3324,203,129,129
"Amity International School,Mayur Vihar , Phase - I, Delhi",07040322009,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",001-E (Mayur Vihar Phase-I),110091,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,72,76,93,120,103,131,151,150,157,138,431,399,2021,2021,76,99,99
"ASN International School,Pkt. 4, Mayur Vihar - I, Delhi",07040322011,Delhi,EAST,DOE ZONE-02,"1002175-Govt. Girls Sr. Sec. School, Block-27, Trilokpuri, Delhi",012-E (Patpar Ganj),110091,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,87,75,64,66,77,0,0,0,0,0,0,0,369,474,75,18,18
"EDMC Pratibha Vidyalaya (Co.ed) , Trilokpuri, Block-22, Delhi",07040420901,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",001-E (Mayur Vihar Phase-I),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,80,105,147,142,174,0,0,0,0,0,0,0,648,751,105,19,19
"EDMC Primary School (Co.ed) , Kotla Village, Delhi",07040420902,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",001-E (Mayur Vihar Phase-I),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,60,66,77,109,103,0,0,0,0,0,0,0,415,466,66,13,13
"EDMC Primary School No.1 (Boys) , Mayur Vihar Pkt-1, Phase-I, Delhi",07040420903,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",001-E (Mayur Vihar Phase-I),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,60,75,98,100,111,0,0,0,0,0,0,0,444,444,75,14,14
"EDMC Primary School No.1 (Girls) , Mayur Vihar Pkt-1, Phase-I, Delhi",07040420904,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",001-E (Mayur Vihar Phase-I),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,78,73,61,61,82,0,0,0,0,0,0,0,355,442,73,12,12
"EDMC Primary School (Co.ed) , Trilokpuri, Block-16, Delhi",07040421001,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,62,68,82,78,131,0,0,0,0,0,0,0,421,484,68,13,13
"EDMC Primary School (Boys) , Trilokpuri, Block-7, Delhi",07040421002,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,28,46,32,57,69,0,0,0,0,0,0,0,232,232,46,7,7
"EDMC Primary School (Girls) , Trilokpuri, Block-7, Delhi",07040421003,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,41,44,65,65,77,0,0,0,0,0,0,0,292,372,44,13,13
"EDMC Primary School (Boys) , Trilokpuri, Block-6, Delhi",07040421004,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,53,42,64,60,75,0,0,0,0,0,0,0,294,294,42,8,8
"EDMC Primary School (Girls) , Trilokpuri, Block-6, Delhi",07040421005,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,50,52,51,52,83,0,0,0,0,0,0,0,288,434,52,10,10
"EDMC Pratibha Vidyalaya (Boys) , Trilokpuri, Block-3, Delhi",07040421006,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,52,85,86,84,94,0,0,0,0,0,0,0,401,401,85,8,8
"EDMC Pratibha Vidyalaya (Girls) , Trilokpuri, Block-3, Delhi",07040421007,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",002-E (Trilokpuri-East),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,52,55,54,71,78,0,0,0,0,0,0,0,310,468,55,11,11
"EDMC Primary School Urdu (Co.ed) , Trilokpuri, Block-27, Delhi",07040421102,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,70,71,60,89,80,0,0,0,0,0,0,0,370,467,71,10,10
"EDMC Primary School Urdu (Co.ed) , Trilokpuri, Block-31, Delhi",07040421103,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,40,37,43,61,41,0,0,0,0,0,0,0,222,222,37,6,6
"EDMC Pratibha Vidyalaya (Boys) , Trilokpuri, Block-32, Delhi",07040421104,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,39,46,59,77,82,0,0,0,0,0,0,0,303,303,46,10,10
"EDMC Pratibha Vidyalaya (Girls) , Trilokpuri, Block-32, Delhi",07040421105,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,45,44,51,62,76,0,0,0,0,0,0,0,278,372,44,11,11
"EDMC Primary School (Boys) , Trilokpuri, Block-28, Delhi",07040421106,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,31,48,48,65,65,0,0,0,0,0,0,0,257,257,48,7,7
"EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",07040421107,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,59,58,74,80,84,0,0,0,0,0,0,0,355,438,58,11,11
"EDMC Primary School (Co.ed) , Trilokpuri, Block-27, Delhi",07040421108,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,64,35,62,89,126,0,0,0,0,0,0,0,376,440,35,14,14
"EDMC Pratibha Vidyalaya (Girls) , Chilla Saroda, Delhi",07040421201,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,87,89,138,124,114,0,0,0,0,0,0,0,552,675,89,20,20
"EDMC Primary School (Boys) , Chilla Saroda, Delhi",07040421204,Delhi,EAST,DOE ZONE-02,"1051004-EDMC Primary School (Girls) , Trilokpuri, Block-28, Delhi",003-E (Trilokpuri-West),110091,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,72,107,131,150,203,0,0,0,0,0,0,0,663,663,107,18,18
"EDMC Pratibha Vidyalaya (Co.ed) , Kalyan Puri Block-19, Delhi",07040421302,Delhi,EAST,DOE ZONE-02,"1051051-EDMC Primary School (Co.ed) , Kalyan Puri, Block-16, Delhi",008-E (Kalyan Puri),110091,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,40,51,48,60,66,0,0,0,0,0,0,0,265,307,51,10,10
