School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
"Govt. Sarvodaya Kanya Vidyalaya No.1 (Veer Savarkar),Kalkaji New Delhi",07090119605,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",090-S (Kalkaji),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,80,80,79,80,346,379,339,350,323,347,315,2798,2878,80,77,77
"Govt. Boys Sec. School,DDA, Phase-II, Kalkaji, New Delhi",07090119606,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",086-S (Greater Kailash),110019,7-Upper Pr. and Secondary,1-Boys,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,115,110,102,106,105,0,0,538,538,0,15,15
"Govt. Boys Sr. Sec. School,Block-G, Kalkaji New Delhi",07090119607,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,80,108,79,66,61,64,107,565,565,0,25,25
"Govt. Boys Sr. Sec. School No.2,Kalkaji New Delhi",07090119608,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,139,142,164,162,166,212,147,1132,1132,0,45,45
"School of Excellence,Kalkaji, New Delhi",07090119609,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,72,72,71,74,72,0,0,0,0,78,76,158,673,673,72,55,55
"Govt. Sarvodaya Bal Vidyalaya,Tughlakabad Extn. New Delhi",07090119701,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,39,42,40,40,40,310,323,299,380,344,407,322,2586,2653,42,55,55
"Raisina Bengali Sr. Sec. School,Chitranjan Park, New Delhi",07090219001,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,4-Government Aided,4-Government Aided,,2-Urban,65,92,101,91,102,107,100,111,108,108,138,104,1227,1227,92,20,20
"Shahi Public School,3313, Street No-37, Tugalakabad Extn, Delhi",07090318501,Delhi,SOUTH EAST,DOE ZONE-29,"1925031-Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi), Railway Colony, Tughlakabad New Delhi",082-S (Tughlakabad Extension),110019,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,61,68,87,68,61,51,60,72,0,0,0,0,528,607,68,11,11
"St. George's School,Alakananda, New Delhi",07090319205,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,200,191,200,198,200,194,196,197,193,188,208,152,2317,2708,191,109,109
"Sant Nirankari Public School,Opp: Gali No. 15, Govindpuri, New Delhi",07090319501,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",091-S (Govind Puri),110019,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,95,76,119,95,96,88,51,57,23,0,0,0,700,809,76,32,32
"Guru Harkishan Public School,Kalkaji B-Block Near Gurdwara New Delhi",07090319601,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,49,35,50,52,45,57,49,65,77,85,111,95,770,819,35,61,61
"Sri Sathya Sai Vidya Vihar,Block-A, Kalkaji Extn Area, New Delhi",07090319602,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",087-S (Chitaranjan Park),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,94,94,97,94,90,92,90,94,87,89,86,64,1071,1157,94,35,35
"Don Bosco School,Alaknanda New Delhi, New Delhi",07090319603,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",086-S (Greater Kailash),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,158,166,164,155,172,171,175,175,176,172,176,149,2009,2164,166,82,82
"New Green Fields School,Alakananda, New Delhi",07090319604,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,109,105,101,191,183,177,146,155,162,168,150,145,1792,2005,105,77,77
"Kalka Public School,Alakananda, New Delhi",07090319606,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,265,230,257,268,196,219,265,236,318,214,219,232,2919,3248,230,99,99
"Deepalaya School,A-14, Kalkaji Extn, New Delhi",07090319607,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",090-S (Kalkaji),110019,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,88,134,95,125,100,128,135,127,173,161,135,117,1518,1721,134,58,58
"Paul George Global School,Alaknanda, New Delhi",07090319608,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,72,77,84,62,20,17,17,14,13,11,0,0,387,479,77,31,31
"Rama Krishana Saraswati Vidya Niketan,50, Block No. 9/1A, Nehru Enclave (East), Near HP Gas Godown, Kalkaji, New Delhi",07090319609,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,17,29,26,20,17,21,23,54,0,0,0,0,207,207,29,13,13
"SDMC Primary School No.2 (2nd Shift) (Boys) , Tuglakabad Extn.",07090418503,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,10,44,36,43,74,0,0,0,0,0,0,0,207,207,44,4,4
"SDMC Primary School No.2 (1st Shift) (Boys) , Tuglakabad Extn.",07090418504,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,112,154,199,277,257,0,0,0,0,0,0,0,999,1079,154,23,23
"SDMC Primary School No.2 (Girls) , Tuglakabad Extn.",07090418505,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,85,163,177,207,184,0,0,0,0,0,0,0,816,923,163,16,16
"SDMC Pratibha Vidyalaya No.1 (Boys) , Tuglakabad Extn.",07090418506,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,61,74,131,168,188,0,0,0,0,0,0,0,622,622,74,11,11
"SDMC Pratibha Vidyalaya No.1 (Girls) , Tuglakabad Extn.",07090418507,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,95,162,214,220,241,0,0,0,0,0,0,0,932,1097,162,17,17
"SDMC Primary School Hindi & Tamil (Co.ed) , B-Block,Chitranjan Park",07090419001,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,77,94,129,141,194,0,0,0,0,0,0,0,635,732,94,16,16
"SDMC Primary School (Boys) , Janta Grah, Kalkaji",07090419002,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,15,40,31,32,44,0,0,0,0,0,0,0,162,162,40,3,3
"SDMC Primary School (Girls) , Janta Grah, Kalkaji",07090419003,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,30,54,53,64,46,0,0,0,0,0,0,0,247,247,54,7,7
"SDMC Primary School No.2 (Boys) , DDA Flats, Kalkaji",07090419004,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,53,74,79,96,78,0,0,0,0,0,0,0,380,380,74,9,9
"SDMC Primary School (Boys) , DDA Slum, Kalkaji",07090419005,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,45,59,64,73,85,0,0,0,0,0,0,0,326,326,59,9,9
"SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",07090419006,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,44,73,93,104,112,0,0,0,0,0,0,0,426,533,73,14,14
"SDMC Primary School (Co.ed) , DD BLOCK Kalkaji (Central)",07090419401,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,22,51,69,68,63,0,0,0,0,0,0,0,273,326,51,11,11
"SDMC Pratibha Vidyalaya (Co.ed) , Kalkaji B Block",07090419402,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,74,103,106,153,200,0,0,0,0,0,0,0,636,733,103,15,15
"SDMC Primary School (Boys) , Gobind Puri Kalkaji",07090419501,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,32,47,40,69,74,0,0,0,0,0,0,0,262,262,47,6,6
"SDMC Primary School (Boys) , Transit Camp A Block, near Kalkaji",07090419601,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",091-S (Govind Puri),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,51,86,113,139,143,0,0,0,0,0,0,0,532,532,86,9,9
"SDMC Primary School (Girls) , Transit Camp A Block, near Kalkaji",07090419602,Delhi,SOUTH EAST,DOE ZONE-29,"1925056-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi",091-S (Govind Puri),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,61,91,96,121,125,0,0,0,0,0,0,0,494,618,91,12,12
"SDMC Primary School (Boys) , Giri Nagar",07090419603,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",091-S (Govind Puri),110019,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,56,45,58,66,64,0,0,0,0,0,0,0,289,289,45,6,6
"SDMC Primary School (Girls) , Giri Nagar",07090419604,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",091-S (Govind Puri),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,23,27,38,36,46,0,0,0,0,0,0,0,170,219,27,7,7
"SDMC Pratibha Vidyalaya (Girls) , Kalkaji K- Block",07090419605,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,45,70,81,94,105,0,0,0,0,0,0,0,395,472,70,12,12
"SDMC Primary School (Co.ed) , Kalkaji K Block",07090419607,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,30,50,41,51,50,0,0,0,0,0,0,0,222,232,50,6,6
"SDMC Primary School No.2 (Girls) , DDA Flats, Kalkaji",07090419608,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,47,63,83,82,67,0,0,0,0,0,0,0,342,407,63,12,12
"Farhi Public School,RZ 2406/25, Tuglakabad Extn., Opp.Tara Aptt, New Delhi",07090618503,Delhi,SOUTH EAST,DOE ZONE-29,"1925031-Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi), Railway Colony, Tughlakabad New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,11,7,12,8,12,0,0,0,0,0,0,0,50,73,7,10,10
"Kiddies World Public School,RZ 1/57, Tuhlakabad Extn., New Delhi",07090618504,Delhi,SOUTH EAST,DOE ZONE-29,"1925031-Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi), Railway Colony, Tughlakabad New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,5,1,2,2,1,0,0,0,0,0,0,0,11,11,1,8,8
"Kid's Planet,RZ-276, St.No.17, Tuglakabad Extn., New Delhi",07090618505,Delhi,SOUTH EAST,DOE ZONE-29,"1925031-Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi), Railway Colony, Tughlakabad New Delhi",082-S (Tughlakabad Extension),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,28,14,30,34,19,0,0,0,0,0,0,0,125,125,14,5,5
"The Siddharth Public School,586 D/7, Govind Puri, New Delhi",07090619501,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,47,53,63,68,80,0,0,0,0,0,0,0,311,311,53,12,12
"Gyan Mandir Public School,45-46, Krishna Market, Kalkaji, New Delhi",07090619602,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,6,14,20,19,36,0,0,0,0,0,0,0,95,95,14,5,5
"Adarsh Shiksha Niketan,Bal Mukand Khand, Giri Nagar, New Delhi",07090619603,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",091-S (Govind Puri),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,16,16,21,22,19,0,0,0,0,0,0,0,94,94,16,8,8
"Jagdamba Public School,929-A/8, Govindpuri Kalkaji New Delhi",07090619604,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,78,51,90,63,88,0,0,0,0,0,0,0,370,370,51,9,9
"Mother Kesri Public School,K-90, Kalkaji New Delhi",07090619605,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,25,35,36,41,50,0,0,0,0,0,0,0,187,215,35,7,7
"Bal Academy Public School,905/8, Govind Puri New Delhi",07090619606,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",091-S (Govind Puri),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,30,40,63,59,60,0,0,0,0,0,0,0,252,252,40,5,5
"Sanatan Dharam Public School,R-4, Raghunath Bhawan, D.D.A. Flats Kalkaji, New Delhi",07090619608,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",087-S (Chitaranjan Park),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,15,30,23,30,22,0,0,0,0,0,0,0,120,120,30,6,6
"Dashmesh Public School,Gali No.7, Gobind Puri, Kalkaji, New Delhi",07090619609,Delhi,SOUTH EAST,DOE ZONE-29,"1958073-SDMC Pratibha Vidyalaya (Girls) , DDA Slum, Kalkaji",090-S (Kalkaji),110019,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,34,44,36,34,24,0,0,0,0,0,0,0,172,207,44,11,11
"Govt. Sec. School for the Deaf,PWD Barracks, B-Block, Kalkaji, New Delhi",07091100101,Delhi,SOUTH EAST,DOE ZONE-25,"1924027-Govt. Sarvodaya Kanya Vidyalaya No.2, East of Kailash, New Delhi",090-S (Kalkaji),110019,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,90-Social welfare Department,90-Social welfare Department,,2-Urban,22,16,21,23,38,37,31,21,24,28,0,0,261,289,16,9,9
"Govt. Girls Sr. Sec. School,Tekhand, Okhla Phase-I, New Delhi",07090119901,Delhi,SOUTH EAST,DOE ZONE-29,"1925031-Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi), Railway Colony, Tughlakabad New Delhi",093-S (Tekhand),110020,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,495,444,428,455,401,442,196,2861,2861,0,82,82
