School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
NKM CONVENT MIDDLE SCHOOL NAKROLA,06210201502,Haryana,PALWAL,HASSANPUR,GSSS KHANBI,NAKHROLA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,30,17,32,18,27,25,20,19,0,0,0,0,188,188,17,8,8
HARYANA PUBLIC MIDDLE SCHOOL ATTBA,06210202103,Haryana,PALWAL,HASSANPUR,GGSSS HASSANPUR,ATTBA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,27,16,17,16,15,13,12,11,0,0,0,0,127,127,16,8,8
GPS GHASERA,06210204901,Haryana,PALWAL,HASSANPUR,GSSS KHANBI,GHASERA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,14,13,19,18,0,0,0,0,0,0,0,75,75,14,2,2
K M PUBLIC SCHOOL BHAWANA,06210205002,Haryana,PALWAL,HASSANPUR,GSSS KUSHAK,BHAWANA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,6,10,12,19,21,26,24,20,0,0,0,0,138,138,10,6,6
GPS KANWARKA,06210205301,Haryana,PALWAL,HASSANPUR,GSSS PINGOR,KANWARKA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,13,24,26,23,36,0,0,0,0,0,0,0,122,122,24,5,5
GMS KANWARKA,06210205302,Haryana,PALWAL,HASSANPUR,GSSS PINGOR,KANWARKA,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,20,12,14,0,0,0,0,46,46,0,1,1
JYOTI PUBLIC SCHOOL RAMGARH,06210205504,Haryana,PALWAL,HASSANPUR,GSSS HASSANPUR,RAMGARH,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,40,42,75,55,58,47,38,44,0,0,0,0,399,399,42,8,8
GSSS ALI MEO,06210300901,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ALI MEO,121106,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,149,71,58,120,51,46,9,504,504,0,9,9
GPS ALI MEO,06210300902,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ALI MEO,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,193,167,230,197,149,0,0,0,0,0,0,0,936,936,167,21,21
"FATEH-E-MEWAT MADARSA ISLAMIA, ALI MEO",06210300903,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ALI MEO,121106,2-Primary with Upper Primary,3-Co-educational,1,8,97-Madarsa Recognized,97-Madarsa recognized (by Wakf board/Madarsa Board),,1-Rural,22,11,7,15,7,7,2,0,0,0,0,0,71,71,11,6,6
GGSSS ANDHOP,06210302301,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ANDHOP,121106,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,55,51,50,70,26,34,0,286,286,0,3,3
GMSPS ANDHOP,06210302302,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ANDHOP,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,60,46,47,46,57,0,0,0,0,0,0,0,256,256,46,6,6
AMAR JYOTI MIDDLE SCHOOL ANDHOP,06210302303,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ANDHOP,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,7,17,21,33,38,32,10,0,0,0,0,0,158,158,17,7,7
SARASWATI SR SEC SCHOOL ANDHOP,06210302304,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ANDHOP,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,6,7,10,11,7,9,10,13,11,11,10,11,116,116,7,8,8
JASWANT PUBLIC MIDDLE SCHOOL ANDHOP,06210302305,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ANDHOP,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,33,28,38,41,30,32,30,27,51,6,0,0,316,316,28,10,10
GMS KHAIKA,06210302401,Haryana,PALWAL,HATHIN,GSSS ALI MEO,KHAIKA,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,71,53,53,0,0,0,0,177,177,0,4,4
BAL VIKASH PUBLIC SCHOOL KHAIKA,06210302403,Haryana,PALWAL,HATHIN,GSSS ALI MEO,KHAIKA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,0,4,2,16,34,13,9,0,0,0,0,0,78,78,4,4,4
GPS KHAIKA,06210302404,Haryana,PALWAL,HATHIN,GSSS ALI MEO,KHAIKA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,91,76,98,93,78,0,0,0,0,0,0,0,436,436,76,16,16
GMSPS ALI BRAHIMAN,06210302502,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ALI BRAHMAN,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,52,47,44,39,35,0,0,0,0,0,0,0,217,217,47,4,4
MODERN VIDYA NIKETAN PUBLIC SCHOOL ALI BRAHMAN,06210302505,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ALI BRAHMAN,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,30,34,30,29,41,30,32,29,18,26,26,19,344,344,34,19,19
GMS ROOP NAGAR NATOLI,06210305102,Haryana,PALWAL,HATHIN,GSSS ALI MEO,ROOP NAGAR NATAULI,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,26,21,51,0,0,0,0,98,98,0,2,2
GPS NAGALSABHA,06210305201,Haryana,PALWAL,HATHIN,GSSS ALI MEO,NANGALSABHA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,66,69,52,74,60,0,0,0,0,0,0,0,321,321,69,12,12
GMS NAGALSABHA,06210305202,Haryana,PALWAL,HATHIN,GSSS ALI MEO,NANGALSABHA,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,64,41,38,0,0,0,0,143,143,0,0,0
GMSPS BEHRA PATTI,06211700401,Haryana,PALWAL,HODAL,GSSS BHULWANA,BEDA PATTI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,20,28,33,38,46,0,0,0,0,0,0,0,165,165,28,6,6
GMS BEDAPATTI,06211700402,Haryana,PALWAL,HODAL,GSSS BHULWANA,BEDA PATTI,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,41,29,25,0,0,0,0,95,95,0,4,4
SVM HIGH SCHOOL BEDAPATTI,06211700403,Haryana,PALWAL,HODAL,GSSS BHULWANA,BEDA PATTI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,13,21,21,26,23,18,27,24,34,31,0,0,238,238,21,8,8
ARYA VART MIDDLE SCHOOL BEDAPATTI,06211700404,Haryana,PALWAL,HODAL,GSSS BHULWANA,BEDA PATTI,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,28,5,4,2,2,2,6,8,0,0,0,0,57,57,5,8,8
NETRAM BALVIKASH SCHOOL BHIDUKI,06211700608,Haryana,PALWAL,HODAL,GGSSS BHIDUKI,BHIDUKI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,28,8,18,17,30,55,46,56,57,46,0,0,361,361,8,9,9
GPS BORAKA,06211700701,Haryana,PALWAL,HODAL,GSSS SONDHAD,BORAKA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,13,9,10,12,11,0,0,0,0,0,0,0,55,55,9,3,3
LORD KRISHNA PUBLIC SCHOOL BORAKA,06211700702,Haryana,PALWAL,HODAL,GSSS SONDHAD,BORAKA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,5,0,28,17,37,11,14,6,0,0,0,0,118,118,0,8,8
GPS BANCHARI,06211700801,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,1-Primary,1-Boys,1,5,1-Department of Education,1-Department of Education,,1-Rural,33,28,22,50,21,0,0,0,0,0,0,0,154,154,28,5,5
GGMSPS BANCHARI,06211700802,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,47,54,48,58,65,0,0,0,0,0,0,0,272,272,54,9,9
GSSS BANCHARI,06211700803,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,22,32,46,52,62,77,51,342,342,0,14,14
GGSSS BANCHARI,06211700804,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,55,53,70,82,88,66,53,467,467,0,14,14
B.V.H.S BANCHARI,06211700805,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,7,1,15,7,6,15,5,14,2,0,0,0,72,72,1,8,8
K.C.M PUBLIC SCHOOL BANCHARI,06211700808,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,40,78,79,76,70,100,118,210,194,180,201,182,1528,1580,78,69,69
SHIV PUBLIC HIGH SCHOOL BANCHARI,06211700809,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,7,10,9,10,10,5,9,8,0,0,0,0,68,68,10,8,8
S.P.A. HIGH SCHOOL BANCHARI,06211700810,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,31,32,26,20,16,15,15,17,0,0,0,0,172,172,32,7,7
R.K.CONVENT SCHOOL BANCHARI,06211700813,Haryana,PALWAL,HODAL,GSSS BANCHARI,BANCHARI,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,44,43,37,29,19,15,16,13,0,0,0,0,216,306,43,17,17
GPS BHULWANA,06211700901,Haryana,PALWAL,HODAL,GSSS BHULWANA,BHULWANA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,38,96,57,88,86,0,0,0,0,0,0,0,365,365,96,14,14
GSSS BHULWANA,06211700902,Haryana,PALWAL,HODAL,GSSS BHULWANA,BHULWANA,121106,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,85,85,70,104,73,51,38,506,506,0,12,12
BRIJ RAJ SR. SEC. SCHOOL BHULWANA,06211700904,Haryana,PALWAL,HODAL,GSSS BHULWANA,BHULWANA,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,35,33,30,30,33,34,44,33,43,62,86,74,537,609,33,13,13
ADARSH V.M. SR.SEC. SCHOOL BHULWANA,06211700905,Haryana,PALWAL,HODAL,GSSS BHULWANA,BHULWANA,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,12,15,20,25,30,35,30,22,53,112,153,139,646,646,15,19,19
SANATAN DHRAM PUBLIC SCHOOL BHULWANA,06211700906,Haryana,PALWAL,HODAL,GSSS BHULWANA,BHULWANA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,7,16,14,8,15,7,8,11,8,7,0,0,101,101,16,9,9
GPS DACORA,06211701101,Haryana,PALWAL,HODAL,GSSS BANCHARI,DAKORA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,18,18,21,21,26,0,0,0,0,0,0,0,104,104,18,4,4
GMS DACORA,06211701102,Haryana,PALWAL,HODAL,GSSS BANCHARI,DAKORA,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,32,30,21,0,0,0,0,83,83,0,4,4
V.M. PUBLIC HIGH SCHOOL DACORA,06211701103,Haryana,PALWAL,HODAL,GSSS BANCHARI,DAKORA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,8,11,17,10,8,12,10,12,15,18,0,0,121,121,11,9,9
GPS DADKA,06211701301,Haryana,PALWAL,HODAL,GSSS SONDHAD,DADHKA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,75,58,58,84,86,0,0,0,0,0,0,0,361,361,58,12,12
GMS DADKA,06211701302,Haryana,PALWAL,HODAL,GSSS SONDHAD,DADHKA,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,80,40,22,0,0,0,0,142,142,0,1,1
GMSPS GARHI PATTI,06211701601,Haryana,PALWAL,HODAL,GSSS HODAL,GARHI PATTI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,23,34,45,67,60,0,0,0,0,0,0,0,229,229,34,8,8
GSSS GARHI PATTI,06211701603,Haryana,PALWAL,HODAL,GSSS HODAL,GARHI PATTI,121106,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,56,49,57,70,56,38,48,374,374,0,14,14
GPS GODHOTA,06211701701,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,29,48,41,31,42,0,0,0,0,0,0,0,191,191,48,5,5
GHS GODHOTA,06211701702,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,37,35,27,29,28,0,0,156,156,0,5,5
J.S.MEMORIAL SR SEC SCHOOL GODHOTA,06211701703,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,22,24,24,28,32,44,38,49,60,33,61,79,494,494,24,13,13
ADRASH VIDHYAMANDIR HIGH SCHOOL GODHOTA,06211701704,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,9,3,1,1,4,18,5,6,27,24,0,0,98,98,3,8,8
RATTAN CONVENT PUBLIC SCHOOL GOROTA,06211701705,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,22,21,22,21,26,12,6,12,0,0,0,0,142,142,21,9,9
RATI RAM PUBLIC SCHOOL GOROTA,06211701706,Haryana,PALWAL,HODAL,GSSS BHULWANA,GORAUTA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,8,8,18,13,22,15,15,10,0,0,0,0,109,109,8,9,9
GPS JALALPUR MAFI,06211702001,Haryana,PALWAL,HODAL,GSSS SIHA,JALALPUR MUAFI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,14,8,11,7,5,0,0,0,0,0,0,0,45,45,8,1,1
GMS KHIRBI,06211702102,Haryana,PALWAL,HODAL,GGSSS BHIDUKI,KHIRBI,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,23,18,16,0,0,0,0,57,57,0,2,2
ADARSH VIDYA MANDIR KHIRBI,06211702103,Haryana,PALWAL,HODAL,GGSSS BHIDUKI,KHIRBI,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,5,6,12,2,10,2,2,3,0,0,0,0,42,42,6,9,9
GPS KARMAN,06211702201,Haryana,PALWAL,HODAL,GSSS BHULWANA,KARWAN,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,15,11,11,15,18,0,0,0,0,0,0,0,70,70,11,3,3
GGPS KARMAN,06211702202,Haryana,PALWAL,HODAL,GSSS BHULWANA,KARWAN,121106,1-Primary,2-Girls,1,5,1-Department of Education,1-Department of Education,,1-Rural,12,12,13,13,14,0,0,0,0,0,0,0,64,64,12,3,3
GHS KARMAN,06211702203,Haryana,PALWAL,HODAL,GSSS BHULWANA,KARWAN,121106,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,40,29,22,29,30,0,0,150,150,0,6,6
R.K.PUBLIC SCHOOL KARMAN,06211702204,Haryana,PALWAL,HODAL,GSSS BHULWANA,KARWAN,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,14,6,8,11,10,6,9,8,0,0,0,0,72,72,6,7,7
VIDYA ANAND PUBLIC SCHOOL KARMAN,06211702205,Haryana,PALWAL,HODAL,GSSS BHULWANA,KARWAN,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,66,56,71,49,72,73,73,77,75,89,76,61,838,838,56,41,41
GPS LOHINA,06211702401,Haryana,PALWAL,HODAL,GSSS SONDHAD,LOHINA,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,41,48,47,51,41,0,0,0,0,0,0,0,228,228,48,9,9
GHS LOHINA,06211702402,Haryana,PALWAL,HODAL,GSSS SONDHAD,LOHINA,121106,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,53,35,49,32,27,0,0,196,196,0,6,6
ADARSH PRIMARY SCHOOL LOHINA,06211702403,Haryana,PALWAL,HODAL,GSSS SONDHAD,LOHINA,121106,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanskriti public school lohina,06211702404,Haryana,PALWAL,HODAL,GSSS SONDHAD,LOHINA,121106,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,1-Rural,10,23,31,31,17,10,10,9,0,0,0,0,141,141,23,9,9
GPS MARROLI,06211702701,Haryana,PALWAL,HODAL,GSSS SIHA,MAROLI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,41,44,24,22,20,0,0,0,0,0,0,0,151,151,44,4,4
GHS MARROLI,06211702702,Haryana,PALWAL,HODAL,GSSS SIHA,MAROLI,121106,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,26,29,25,49,31,0,0,160,160,0,7,7
S.S.S.N.SCHOOL MARROLI,06211702704,Haryana,PALWAL,HODAL,GSSS SIHA,MAROLI,121106,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,11,11,11,11,18,0,0,0,0,0,0,0,62,62,11,5,5
SHIV VIDYA MANDIR HIGH SCHOOL MARROLI,06211702705,Haryana,PALWAL,HODAL,GSSS SIHA,MAROLI,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,18,23,32,24,21,22,21,24,30,22,0,0,237,237,23,11,11
GPS NANGLA BERAGIYAN,06211702901,Haryana,PALWAL,HODAL,GSSS BANCHARI,NANGLA BERAGIYAN,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,4,8,5,2,0,0,0,0,0,0,0,26,26,4,2,2
GPS PALRI,06211703101,Haryana,PALWAL,HODAL,GSSS SIHA,PALRI,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,8,8,12,10,12,0,0,0,0,0,0,0,50,50,8,2,2
GMS PENGALTU,06211703202,Haryana,PALWAL,HODAL,GSSS BHULWANA,PINGALTU,121106,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,30,21,27,0,0,0,0,78,78,0,5,5
GPS PENGALTU,06211703203,Haryana,PALWAL,HODAL,GSSS BHULWANA,PINGALTU,121106,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,40,24,27,28,48,0,0,0,0,0,0,0,167,167,24,5,5
BHARAT BHUSHAN SR SEC SCHOOL PENGALTU,06211703204,Haryana,PALWAL,HODAL,GSSS BHULWANA,PINGALTU,121106,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,38,39,36,32,49,37,26,47,33,34,28,24,423,423,39,12,12
P.D.M. CONVENT SCHOOL PENGALTU,06211703205,Haryana,PALWAL,HODAL,GSSS BHULWANA,PINGALTU,121106,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,33,34,49,39,35,26,31,24,0,0,0,0,271,271,34,9,9
G.D.V.M.HIGH SCHOOL SIHA,06211703503,Haryana,PALWAL,HODAL,GSSS SIHA,SIHA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,6,14,12,15,15,22,21,13,60,61,0,0,239,239,14,10,10
SARASWATI VIDYA MANDIR SIHA,06211703505,Haryana,PALWAL,HODAL,GSSS SIHA,SIHA,121106,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,5,17,27,22,15,16,18,20,21,25,0,0,186,186,17,11,11
