School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
LAXMI INTERNATIONAL SCHOOL,06180100123,Haryana,GURUGRAM,GURGAON,GSSS KASAN,GARAULI KALAN,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,69,69,73,93,95,90,106,79,80,100,95,63,1012,1012,69,48,48
Sheetla Vidya Niketan Naurangpur,06180100124,Haryana,GURUGRAM,GURGAON,GSSS SHIKOHPUR,GARAULI KALAN,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,17,13,14,8,15,15,9,14,24,6,0,0,135,181,13,15,15
NEW NATIONAL MIDDLE SCHOOL,06180100125,Haryana,GURUGRAM,GURGAON,GGSSS JACOBPURA,GARAULI KALAN,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,40,46,57,44,27,38,31,38,0,0,0,0,321,355,46,16,16
CD SENIOR SECONDARY SCHOOL,06180100126,Haryana,GURUGRAM,GURGAON,GSSS KHANDSA,GARAULI KALAN,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,28,32,40,46,40,49,38,50,42,47,28,30,470,470,32,17,17
GPS GAROLI KHURD,06180100202,Haryana,GURUGRAM,GURGAON,GSSS BASAI,GARAULI KHURD,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,31,46,125,114,150,0,0,0,0,0,0,0,466,466,46,9,9
COLONEL'S PUBLIC SCHOOL,06180100203,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,GARAULI KHURD,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,30,30,30,33,32,39,36,180,370,155,200,76,1211,1211,30,36,36
MDS PUBLIC H/S GAROLI KHURD,06180100204,Haryana,GURUGRAM,GURGAON,GSSS BASAI,GARAULI KHURD,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,19,16,30,34,34,46,33,28,39,21,0,0,300,300,16,17,17
CHS PUBLIC SCHOOL,06180100205,Haryana,GURUGRAM,GURGAON,GSSS BASAI,GARAULI KHURD,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,26,23,47,66,50,44,57,38,0,0,0,0,351,428,23,14,14
HSM MODERN CONVENT SCHOOL,06180100206,Haryana,GURUGRAM,GURGAON,GSSS BASAI,GARAULI KHURD,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,14,12,15,20,17,18,22,0,0,0,0,0,118,180,12,10,10
"Sarswati Model School, sarswati enclave, kadipur",06180100207,Haryana,GURUGRAM,GURGAON,GSSS BASAI,GARAULI KHURD,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,19,8,8,6,9,4,3,6,0,0,0,0,63,110,8,5,5
Government Model Sanskriti Primary School Kadipur,06180100601,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,163,216,203,202,187,0,0,0,0,0,0,0,971,971,216,22,22
GSSS KADIPUR,06180100603,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,468,444,318,429,325,218,181,2383,2383,0,47,47
"GYAN DEVI Sr. Sec. SCHOOL, SECTOR-10",06180100604,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,48,58,88,82,89,80,77,81,51,62,716,716,0,47,47
LADY FLORENCE CONVENT,06180100605,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,51,58,93,97,89,72,51,6,0,0,0,0,517,517,58,16,16
SHARDA INTERNATIONAL SCHOOL,06180100607,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,59,99,102,95,115,94,123,129,130,140,123,91,1300,1343,99,61,61
K.S. MODERN SCHOOL,06180100610,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,5,4,4,11,6,0,0,0,0,0,0,0,30,35,4,4,4
DIVINE DALES M/S GANDHI NAGAR,06180100611,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,15,20,22,17,22,35,22,27,0,0,0,0,180,180,20,6,6
GD Goenka Public School Sector 10,06180100612,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,73,83,85,88,87,92,88,93,95,74,73,78,1009,1084,83,76,76
ROCKFORD CONVENT HIGH SCHOOL,06180100613,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,21,20,36,47,61,46,57,65,45,72,39,65,574,574,20,49,49
EURO INTERNATIONAL SCHOOL,06180100614,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,56,52,57,48,75,48,57,46,46,46,41,61,633,633,52,40,40
LIONS PUBLIC SCHOOL,06180100615,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,132,142,133,134,134,147,150,140,136,128,124,127,1627,1791,142,73,73
BHARDWAJ PUBLIC SCHOOL KISHAN NAGAR,06180100617,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,10,4,7,33,44,60,66,127,80,73,0,0,504,532,4,11,11
Government Model Sanskriti Primary School ShivjiPark,06180100618,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,95,134,184,227,321,0,0,0,0,0,0,0,961,961,134,16,16
Gold Field Public School,06180100619,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,46,59,57,59,48,47,54,59,0,0,0,0,429,429,59,14,14
VAISHALI PUBLIC SCHOOL,06180100620,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,17,19,14,16,15,10,13,0,0,0,0,0,104,130,19,10,10
SCHOLAR'S CONVENT SCHOOL,06180100621,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,7,8-Unrecognized,8-Unrecognized,,2-Urban,35,34,44,27,45,27,40,0,0,0,0,0,252,282,34,10,10
THE HOLY KINGDOM PUBLIC SCHOOL,06180100622,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,20,27,24,30,35,30,33,25,0,0,0,0,224,224,27,12,12
"MANAV BHARTI PUBLIC SCHOOL, SARASWATI ENCLAVE",06180100623,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,8-Unrecognized,8-Unrecognized,,2-Urban,30,15,20,22,18,0,0,0,0,0,0,0,105,164,15,7,7
KAMAL PUBLIC SCHOOL,06180100624,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,38,33,32,37,46,34,33,0,0,0,0,0,253,370,33,14,14
S v m public school,06180100625,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,31,29,24,21,25,21,22,19,0,0,0,0,192,192,29,9,9
Vansh primary school,06180100626,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,28,9,16,13,11,0,0,0,0,0,0,0,77,144,9,7,7
Mother Land International School,06180100628,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,10,8,18,12,11,7,8,0,0,0,0,0,74,106,8,10,10
Sunny Public School,06180100629,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,8-Unrecognized,8-Unrecognized,,2-Urban,5,7,9,12,12,0,0,0,0,0,0,0,45,57,7,8,8
"Adarsh Public school, Shivji Park, Khandsa road",06180100630,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,25,40,40,41,46,39,44,36,0,0,0,0,311,311,40,19,19
"Diamond valley public schoo, saraswati enclave,kadipur",06180100631,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,2-Primary with Upper Primary,3-Co-educational,1,7,8-Unrecognized,8-Unrecognized,,2-Urban,11,8,11,11,7,6,9,0,0,0,0,0,63,63,8,6,6
Government Model Sanskriti Primary School Basai,06180100701,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,120,130,199,181,245,0,0,0,0,0,0,0,875,875,130,18,18
VIDYA NIKETAN PUBLIC SCHOOL,06180100705,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,45,44,47,34,31,31,43,26,0,0,0,0,301,301,44,6,6
INDER MIDDLE SCHOOL,06180100706,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,23,23,29,29,39,36,24,30,0,0,0,0,233,233,23,10,10
"LUCKY PUBLIC SCHOOL, DEVI LAL NAGAR",06180100707,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,48,40,60,52,52,33,20,30,0,0,0,0,335,335,40,13,13
"HOLLY KINGDOM PUBLIC SCHOOL, BASAI",06180100708,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,22,28,25,23,19,28,37,31,0,0,0,0,213,213,28,16,16
THE SHIKSHIYAN SCHOOL,06180100709,Haryana,GURUGRAM,GURGAON,GSSS BHIMGARH KHERI,BASAI,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,37,37,46,64,69,63,57,76,67,69,45,39,669,689,37,25,25
S.V.M. MIDDLE SCHOOL,06180100710,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,16,19,24,19,14,21,18,7,0,0,0,0,138,167,19,7,7
Happy Model School Manohar Nagar Gurugram,06180100711,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,19,25,34,34,33,22,24,26,0,0,0,0,217,217,25,9,9
SHARDA INTERNATIONAL SCHOOL SECTOR 9,06180100712,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,16,23,25,20,23,18,25,26,0,0,0,0,176,176,23,20,20
EURO INTERNATIONAL SCHOOL 37 D,06180100713,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,BASAI,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,67,49,55,57,72,48,45,41,30,32,27,36,559,660,49,29,29
EMMANUEL SCHOOL,06180100715,Haryana,GURUGRAM,GURGAON,GSSS BASAI,BASAI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,8-Unrecognized,8-Unrecognized,,2-Urban,43,40,48,48,50,49,48,16,0,0,0,0,342,382,40,12,12
GPS 4/8 MARLA,06180100901,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MARLA,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,56,60,84,108,89,0,0,0,0,0,0,0,397,397,60,11,11
GHS 4/8 MARLA,06180100902,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MARLA,122001,7-Upper Pr. and Secondary,2-Girls,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,111,121,120,140,174,0,0,666,666,0,20,20
SATYA JYOTI MIDDLE SCHOOL,06180100904,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MARLA,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,13,12,14,9,15,3,6,6,0,0,0,0,78,112,12,8,8
D.A.V SR. SEC. SCHOOL KHANDSA ROAD,06180100905,Haryana,GURUGRAM,GURGAON,GSSS KHANDSA,MARLA,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,56,75,71,73,50,65,96,92,170,160,261,233,1402,1402,75,48,48
S.D. BOYS SR. SEC. SCHOOL,06180100906,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MARLA,122001,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,0,0,0,28,38,44,75,68,113,0,366,366,0,14,14
HANS RAJ PUBLIC SCHOOL,06180100907,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MARLA,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,18,16,20,35,40,39,45,39,39,40,0,0,331,331,16,10,10
Government Model Sanskriti Primary School New Colony,06180101001,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,NEW COLANY,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,30,41,59,44,48,0,0,0,0,0,0,0,222,222,41,6,6
GMS NEW COLONY,06180101002,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,NEW COLANY,122001,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,82,79,78,0,0,0,0,239,239,0,7,7
"S.D. MODERN SEC, SCHOOL",06180101201,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,10,13,8,7,17,27,22,30,23,27,18,10,212,212,13,13,13
DAV PUBLIC SCHOOL SEC-10 A,06180101203,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,127,120,107,110,123,0,0,0,0,0,0,0,587,862,120,61,61
BHOOMI PUBLIC SCHOOL,06180101204,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,KADIPUR,122001,1-Primary,3-Co-educational,1,5,8-Unrecognized,8-Unrecognized,,2-Urban,6,14,13,11,12,0,0,0,0,0,0,0,56,56,14,8,8
GPS KHERKI MAJRA,06180101401,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,KHERKI MAJRA,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,31,20,36,31,35,0,0,0,0,0,0,0,153,153,20,6,6
GMS KHERKI MAJRA,06180101402,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,KHERKI MAJRA,122001,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,41,28,22,0,0,0,0,91,91,0,3,3
Government Model Sanskriti Primary School SEC-4/7,06180101501,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,SEC 4/7,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,115,146,222,277,279,0,0,0,0,0,0,0,1039,1039,146,18,18
GSSS SEC-4/7,06180101502,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,SEC 4/7,122001,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,274,298,296,522,368,589,445,2792,2792,0,66,66
ST. MICHAELS SR. SEC.,06180101503,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,SEC 4/7,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,141,156,163,160,139,126,118,134,240,233,134,114,1858,1858,156,58,58
OUR LADY OF FATIMA CONVENT SECONDARY SCHOOL,06180101504,Haryana,GURUGRAM,GURGAON,GGSSS JACOBPURA,SEC 4/7,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,44,39,46,41,214,206,211,224,219,199,0,0,1443,1443,39,53,53
ARYA VIDYA MANDIR SCHOOL,06180101505,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,SEC 4/7,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,66,31,44,35,55,54,76,57,93,81,64,60,716,716,31,25,25
BLUE BELLS MODEL SCHOOL,06180101510,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,SEC 4/7,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,3,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,161,140,129,149,144,160,168,158,177,189,1575,1575,0,77,77
ARSH VIDYA KENDAR,06180101512,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,SEC 4/7,122001,2-Primary with Upper Primary,3-Co-educational,1,7,8-Unrecognized,8-Unrecognized,,2-Urban,99,82,80,68,34,29,24,0,0,0,0,0,416,588,82,31,31
Government Model Sanskriti Primary School F G Colony,06180101601,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,F.G COLANY,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,47,64,77,92,97,0,0,0,0,0,0,0,377,377,64,11,11
Golden Public School,06180101602,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,F.G COLANY,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,27,23,26,20,30,20,23,17,0,0,0,0,186,212,23,13,13
GMS FG COLONY,06180101603,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,F.G COLANY,122001,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,79,82,67,0,0,0,0,228,228,0,5,5
Government Model Sanskriti Primary School Dhanwapur,06180101701,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,DHANWA PUR,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,44,38,42,62,56,0,0,0,0,0,0,0,242,242,38,7,7
"S.D. ADARSH VIDYALAYA,",06180101703,Haryana,GURUGRAM,GURGAON,GSSS ISLAMPUR,ISLAMPUR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,58,102,69,90,90,84,75,62,104,117,76,71,998,1103,102,45,45
GPS MADANPURI,06180101801,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MADAN PURI,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,29,30,37,45,37,0,0,0,0,0,0,0,178,178,30,6,6
ROYAL MIDDLE SCHOOL,06180101802,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MADAN PURI,122001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,17,22,18,27,24,19,29,36,0,0,0,0,192,192,22,16,16
BSMD PRIMARY SCHOOL,06180101803,Haryana,GURUGRAM,GURGAON,GSSS KADIPUR,MADAN PURI,122001,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,8,11,9,14,10,0,0,0,0,0,0,0,52,52,11,6,6
"Lady Florence Convent School, Madanpuri road",06180101805,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,MADAN PURI,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,27,31,38,30,37,32,44,8,0,5,0,0,252,252,31,14,14
SUMMER FIELDS SCHOOL,06180101806,Haryana,GURUGRAM,GURGAON,GSSS CHAKKARPUR,MADAN PURI,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,52,77,103,88,98,132,104,145,119,113,111,133,1275,1337,77,64,64
BASANT VALLEY PUBLIC SCHOOL,06180101807,Haryana,GURUGRAM,GURGAON,GSSS GARHI HARSARU,MADAN PURI,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,71,57,64,56,57,60,52,55,64,44,47,35,662,788,57,36,36
SHISHU KALYAN HIGH SCHOOL,06180101808,Haryana,GURUGRAM,GURGAON,GSSS NAWADA F.PUR,MADAN PURI,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,47,53,62,80,67,95,112,116,132,171,175,161,1271,1271,53,42,42
Sheetla Vidya Peeth Jyoti Park Gurgaon,06180101809,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,NEW COLANY,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,30,27,34,35,42,56,53,64,67,75,100,70,653,653,27,35,35
GPS ARJUN NAGAR,06180101901,Haryana,GURUGRAM,GURGAON,GSSS DAULTABAD,ARJUN NAGAR,122001,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,2-Urban,28,31,36,32,35,0,0,0,0,0,0,0,162,162,31,4,4
GMS ARJUN NAGAR,06180101902,Haryana,GURUGRAM,GURGAON,GSSS DAULTABAD,ARJUN NAGAR,122001,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,52,42,33,0,0,0,0,127,127,0,4,4
ggps arjun nagar,06180101904,Haryana,GURUGRAM,GURGAON,GSSS DAULTABAD,ARJUN NAGAR,122001,1-Primary,2-Girls,1,5,1-Department of Education,1-Department of Education,,2-Urban,30,33,38,34,35,0,0,0,0,0,0,0,170,170,33,3,3
"DRONA PUBLIC, SCHOL",06180101906,Haryana,GURUGRAM,GURGAON,GSSS BASAI,ARJUN NAGAR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,12,21,34,20,38,43,42,51,60,80,62,79,542,578,21,38,38
KENDRIYA VIDYALAYA NO.2 SOHNA ROAD GURGAON (Code-1420),06180101907,Haryana,GURUGRAM,GURGAON,GSSS ISLAMPUR,ARJUN NAGAR,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,92-Kendriya Vidyalaya(KV),92-Kendriya Vidyalaya,,2-Urban,88,95,91,91,89,93,87,84,81,39,0,0,838,838,95,24,24
VIVEKANAND ACEDEMY,06180101910,Haryana,GURUGRAM,GURGAON,GSSS SEC-4/7,ARJUN NAGAR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,27,26,30,21,26,17,15,27,24,19,15,19,266,317,26,21,21
"SHANTI NIKETAN PUBLIC, SCHOOL",06180101911,Haryana,GURUGRAM,GURGAON,GSSS DAULTABAD,ARJUN NAGAR,122001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,10,21,21,29,29,34,25,38,38,46,31,41,363,363,21,24,24
SHIV SHAKTI HIGH SCHOOL,06180101912,Haryana,GURUGRAM,GURGAON,GGSSS JACOBPURA,ARJUN NAGAR,122001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,2,11,9,7,15,6,13,11,11,11,0,0,96,96,11,5,5
